번호,업태구분,사업장명,인허가일자,전화번호,도로명주소,지번주소,위도,경도,소재지면적,다중이용업소여부
1032,커피숍,하룸,2011-11-17,,"전북특별자치도 전주시 완산구 봉곡로 113 (효자동2가, 1층)",전북특별자치도 전주시 완산구 효자동2가 1158-29 1층 ,,,160.73,N
1033,커피숍,스토커피 효자점,2011-11-18,063-231-7020,"전북특별자치도 전주시 완산구 문학대4길 21, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1615-11 1층 ,,,55.15,N
1034,커피숍,투썸플레이스(전주교직원공제회관점),2011-12-05,063-251-2324,"전북특별자치도 전주시 완산구 온고을로 1, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 769-1 1층 ,,,155,N
1035,커피숍,가비마실,2011-08-24,,"전북특별자치도 전주시 완산구 전주객사2길 73-22, 2층 (다가동4가)",전북특별자치도 전주시 완산구 다가동4가 49-1 ,,,207.4,Y
1036,커피숍,모란네부엌,2011-04-20,,전북특별자치도 전주시 완산구 경기전길 173 (교동),전북특별자치도 전주시 완산구 교동 217-2 ,,,8.91,N
1037,커피숍,배스킨라빈스전주삼천점,2012-01-05,,"전북특별자치도 전주시 완산구 거마남로 1, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 644-4 ,,,24.82,N
1038,커피숍,파스쿠찌전주서신점,2012-01-30,063-255-8497,"전북특별자치도 전주시 완산구 유연로 301, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 889-7 ,,,147.75,N
1039,커피숍,초코트리,2012-02-03,070-7528-2221,"전북특별자치도 전주시 완산구 구룡1길 16, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1266-2 ,,,92,N
1040,커피숍,텀브커피 중화산점,2012-02-13,063-224-8114,"전북특별자치도 전주시 완산구 효자로 289, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 755-12 ,,,192.56,N
1041,커피숍,이디야커피서신주민센타점,2012-02-14,063-251-1060,"전북특별자치도 전주시 완산구 서신로 47, 1,2층 (서신동)",전북특별자치도 전주시 완산구 서신동 815-2 ,,,250.03,Y
1042,커피숍,남부카페,2012-02-15,,,"전북특별자치도 전주시 완산구 전동3가 2-141 2-142~144(1,2,19,20호) ",,,37.63,N
1043,커피숍,이디야커피평화사거리점,2012-03-12,,"전북특별자치도 전주시 완산구 모악로 4764, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 731-7 ,,,153.31,N
1044,커피숍,다체,2012-03-21,063-282-0044,전북특별자치도 전주시 완산구 기린대로 233-5 (서노송동),전북특별자치도 전주시 완산구 서노송동 685-5 ,,,70.4,N
1045,커피숍,세렌디프,2012-03-26,063-274-8328,전북특별자치도 전주시 완산구 서신천변2길 12 (서신동),전북특별자치도 전주시 완산구 서신동 850-7 ,,,81.92,N
1046,커피숍,커피콩콩,2012-05-03,,전북특별자치도 전주시 완산구 화산천변3길 8-6 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 750-3 ,,,53.1,N
1047,커피숍,시시모어,2012-05-11,063-221-1256,"전북특별자치도 전주시 완산구 문학대3길 7-3, 101호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1605-18 ,,,51.61,N
1048,커피숍,어썸옐로우,2012-06-25,,전북특별자치도 전주시 완산구 메너머1길 16 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 574-7 ,,,19.95,N
1049,커피숍,목화토금수,2012-06-28,063-232-2277,전북특별자치도 전주시 완산구 난전들로 260 (삼천동1가),전북특별자치도 전주시 완산구 삼천동1가 306-12 ,,,59.26,N
1050,커피숍,아기자기,2012-08-14,,전북특별자치도 전주시 완산구 은행로 22-1 (풍남동1가),전북특별자치도 전주시 완산구 풍남동1가 56-3 ,,,0,N
1051,커피숍,토프레소문학초점,2012-08-21,063-228-0922,전북특별자치도 전주시 완산구 문학대5길 21 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1612-9 ,,,109.99,N
1052,커피숍,전주기전대학(학교기업 파바로쏘),2012-09-14,,"전북특별자치도 전주시 완산구 전주천서로 267, 홍선복기념관 3동 2층 (중화산동1가)",전북특별자치도 전주시 완산구 중화산동1가 177 전주기전대학 ,,,234,Y
1053,커피숍,까미노데산티아고,2012-09-19,063-224-0850,전북특별자치도 전주시 완산구 문학대5길 21-1 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1612-8 ,,,58.82,N
1054,커피숍,노네임,2012-11-14,063-903-7020,전북특별자치도 전주시 완산구 현무3길 77-3 (경원동3가),전북특별자치도 전주시 완산구 경원동3가 202 ,,,43.82,N
1055,커피숍,코펜하겐,2012-12-04,,전북특별자치도 전주시 완산구 문학대6길 11-1 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1608-8 ,,,61.48,N
1056,커피숍,페리도트아뜰리에,2013-01-04,,전북특별자치도 전주시 완산구 전라감영4길 15 (중앙동2가),전북특별자치도 전주시 완산구 중앙동2가 16-6 ,,,55.45,N
1057,커피숍,오즈커피,2013-01-11,063-244-2220,전북특별자치도 전주시 완산구 백제대로 332 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 261-13 외 1필지 ,,,98.69,N
1058,커피숍,이디아본병원점,2013-01-30,,"전북특별자치도 전주시 완산구 화산천변6길 3, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 751-1 ,,,122.04,N
1059,커피숍,탐앤탐스 전주중앙점,2013-01-31,,전북특별자치도 전주시 완산구 전주객사4길 74-50 (고사동),"전북특별자치도 전주시 완산구 고사동 186 외6필지 101,102호 ",,,203.28,N
1060,커피숍,이브릭하우스,2013-02-21,,전북특별자치도 전주시 완산구 충경로 75 (경원동1가),전북특별자치도 전주시 완산구 경원동1가 52-3 1층 ,,,26.95,N
1061,커피숍,이디야 전주중산점,2013-02-22,063-229-2824,전북특별자치도 전주시 완산구 중산중앙로 7 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 613-9 ,,,131.28,N
1062,커피숍,팜,2013-03-07,,전북특별자치도 전주시 완산구 안행로 130 (서완산동1가),전북특별자치도 전주시 완산구 서완산동1가 618 외 8필지 ,,,270,N
1063,커피숍,블랙내니커피숍,2013-04-26,,전북특별자치도 전주시 완산구 쑥고개로 343 (효자동2가),전북특별자치도 전주시 완산구 효자동2가 1326-2 1층 ,,,57.52,N
1064,커피숍,커피트리,2013-05-27,,"전북특별자치도 전주시 완산구 아중로 90, 주건축물제1동 1층 (중노송동)",전북특별자치도 전주시 완산구 중노송동 787-1 ,,,31.8,N
1065,커피숍,꿈인,2013-05-28,063-222-9997,전북특별자치도 전주시 완산구 천잠로 277 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1215-21 ,,,8.69,N
1066,커피숍,커피본,2013-06-14,,"전북특별자치도 전주시 완산구 유연로 272, 4층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 743-6 본치과 ,,,11.34,N
1067,커피숍,말마니,2013-06-27,,전북특별자치도 전주시 완산구 척동10길 1 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1626-1 ,,,115.71,N
1068,커피숍,주식회사세안피엠씨전주풍남관광호텔,2013-07-01,063-231-7900,,전북특별자치도 전주시 완산구 다가동3가 43-2 ,,,91.58,N
1069,커피숍,이디야전북도청점,2013-07-31,,전북특별자치도 전주시 완산구 홍산중앙로 46 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1528-15 ,,,160.72,N
1070,커피숍,올리볼렌,2013-09-06,,"전북특별자치도 전주시 완산구 평화6길 8, 1층 (평화동2가)",전북특별자치도 전주시 완산구 평화동2가 190-4 ,,,54.67,N
1071,커피숍,천년태조로,2013-09-10,,전북특별자치도 전주시 완산구 전주천서로 43 (동서학동),전북특별자치도 전주시 완산구 동서학동 880-11 ,,,89.26,N
1072,커피숍,주식회사팥알,2013-10-02,,전북특별자치도 전주시 완산구 용머리로 77 (효자동1가),전북특별자치도 전주시 완산구 효자동1가 292 ,,,28.48,N
1073,커피숍,드롭탑(신시가지점),2013-10-10,,전북특별자치도 전주시 완산구 효자로 161 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1693-5 ,,,224.34,N
1074,커피숍,빽다방 전주마전점,2013-10-18,063-228-0504,전북특별자치도 전주시 완산구 홍산로 375 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1609-16 ,,,49.01,N
1075,커피숍,커피송,2013-11-13,,전북특별자치도 전주시 완산구 화산천변2길 7 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 758-7 ,,,15.4,N
1076,커피숍,효자장례타운 커피숖,2013-11-25,,"전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705-36, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1042-1 1층 ,,,31.2,N
1077,커피숍,이디야커피(신시가지점),2013-11-27,,"전북특별자치도 전주시 완산구 홍산북로 11-3, 105호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1227-2 105호,,,82.76,N
1078,커피숍,공차(엔씨객사점),2013-12-10,,"전북특별자치도 전주시 완산구 전주객사5길 35, A동 1층 (고사동, NC웨이브전주점)",전북특별자치도 전주시 완산구 고사동 96-1 ,,,32.33,N
1079,커피숍,이디야(서곡지구점),2013-12-11,,전북특별자치도 전주시 완산구 서곡1길 13-8 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1450-5 ,,,120.26,N
1080,커피숍,노브랜드버거 전북도청점,2013-12-19,,전북특별자치도 전주시 완산구 홍산중앙로 19 (효자동2가),전북특별자치도 전주시 완산구 효자동2가 1155-8 ,,,130,N
1081,커피숍,드롭탑 전주중화산점,2013-12-26,,전북특별자치도 전주시 완산구 효자로 280 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 772 ,,,220.25,Y
1082,커피숍,이디야커피(케이비에스점),2014-02-10,,전북특별자치도 전주시 완산구 우전로 312 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1643-5 대진빌딩 ,,,91.52,N
1083,커피숍,이디야커피(서부시장점),2014-02-14,,전북특별자치도 전주시 완산구 용머리로 167 (효자동1가),전북특별자치도 전주시 완산구 효자동1가 147-1 ,,,132.3,N
1084,커피숍,산새는하늘을날고별관,2014-02-17,063-223-7275,전북특별자치도 전주시 완산구 망월길 29-36 (용복동),전북특별자치도 전주시 완산구 용복동 36-13 ,,,63.79,N
1085,커피숍,파스쿠찌 전주중화산점,2014-02-18,063-225-8497,"전북특별자치도 전주시 완산구 효자로 290, 1, 2층 101, 201호 (중화산동2가)","전북특별자치도 전주시 완산구 중화산동2가 770-1 101, 201호 ",,,365.25,Y
1086,커피숍,리본,2014-04-09,,전북특별자치도 전주시 완산구 마전들로 29 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1668-5 ,,,79.74,N
1087,커피숍,스타벅스커피 전북도청점,2014-04-14,,전북특별자치도 전주시 완산구 홍산중앙로 22 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1541-7 ,,,213.5,N
1088,커피숍,이디야커피 전주근영여고점,2014-04-22,,전북특별자치도 전주시 완산구 백제대로 276 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 652 ,,,71.82,N
1089,커피숍,덤보,2014-05-09,,전북특별자치도 전주시 완산구 전주객사4길 47 (고사동),전북특별자치도 전주시 완산구 고사동 155-3 ,,,392.9,Y
1090,커피숍,에그리데이,2014-05-12,,전북특별자치도 전주시 완산구 팔달로 262-6 (서노송동),전북특별자치도 전주시 완산구 서노송동 627-1 ,,,15.6,N
1091,커피숍,주식회사 씨.피코리아(지점),2014-06-05,,전북특별자치도 전주시 완산구 어진길 94-6 (경원동2가),전북특별자치도 전주시 완산구 경원동2가 40-35 ,,,146.27,N
1092,커피숍,커피니(coffeenie)전주시청점,2014-06-26,063-901-7757,전북특별자치도 전주시 완산구 기린대로 196 (서노송동),전북특별자치도 전주시 완산구 서노송동 568-124 ,,,166.1,N
1093,커피숍,커피방앗간,2014-07-14,,전북특별자치도 전주시 완산구 전라감영5길 17-29 (중앙동3가),전북특별자치도 전주시 완산구 중앙동3가 95-4 ,,,67.36,N
1094,커피숍,앤티앤스,2014-07-21,,전북특별자치도 전주시 완산구 전주객사5길 35 (고사동),전북특별자치도 전주시 완산구 고사동 96-1 ,,,28.68,N
1095,커피숍,커피테라,2014-08-18,,전북특별자치도 전주시 완산구 쑥고개로 242-18 (효자동2가),전북특별자치도 전주시 완산구 효자동2가 845-1 ,,,122.8,N
1096,커피숍,커피피카,2014-08-25,,전북특별자치도 전주시 완산구 용머리로 3 (효자동1가),전북특별자치도 전주시 완산구 효자동1가 410-1 ,,,187.92,N
1097,커피숍,씨지브이전주효자투썸플러스,2014-08-26,063-904-0054,전북특별자치도 전주시 완산구 용머리로 45 (효자동1가),전북특별자치도 전주시 완산구 효자동1가 434 ,,,59.85,N
1098,커피숍,브이알카페씨지브이점,2014-08-28,,전북특별자치도 전주시 완산구 용머리로 45 (효자동1가),전북특별자치도 전주시 완산구 효자동1가 434 ,,,157.8,N
1099,커피숍,할리스(전주시네마점),2014-10-07,,"전북특별자치도 전주시 완산구 전주객사3길 67, 1층 103호,104호 (고사동)",전북특별자치도 전주시 완산구 고사동 340-3 전주시네마타운 ,,,121.74,N
1100,커피숍,광커피,2014-10-13,,전북특별자치도 전주시 완산구 서학로 29 (동서학동),전북특별자치도 전주시 완산구 동서학동 61-1 ,,,26.6,N
1101,커피숍,전주영화호텔 커피숍,2014-11-24,063-230-5000,전북특별자치도 전주시 완산구 전주객사2길 28-27 (고사동),전북특별자치도 전주시 완산구 고사동 462-4 ,,,61.79,N
1102,커피숍,커피앤조이,2014-12-05,,전북특별자치도 전주시 완산구 중화산로 49 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 441-1 ,,,152,Y
1103,커피숍,애플,2014-12-10,,전북특별자치도 전주시 완산구 효자천변2길 17 (효자동1가),전북특별자치도 전주시 완산구 효자동1가 651-2 ,,,10.2,N
1104,커피숍,미스코,2015-01-05,,전북특별자치도 전주시 완산구 유연로 270 (중화산동2가),전북특별자치도 전주시 완산구 중화산동2가 743-5 ,,,45.08,N
1105,커피숍,효자동카페,2015-02-12,,전북특별자치도 전주시 완산구 서곡로 64 (효자동3가),전북특별자치도 전주시 완산구 효자동3가 1459-1 ,,,54.9,N
1106,커피숍,커피집 평화점,2015-02-23,063-251-1933,전북특별자치도 전주시 완산구 평화14길 30 (평화동1가),전북특별자치도 전주시 완산구 평화동1가 734-11 ,,,39.48,N
1107,커피숍,콩샌우전초점,2015-03-04,,전북특별자치도 전주시 완산구 우전2길 12 (효자동2가),전북특별자치도 전주시 완산구 효자동2가 205-12 ,,,105.84,N
